Date,Open,High,Low,Close,Adj Close,Volume
01/10/2019,2983.689941,2992.530029,2938.699951,2940.25,2940.25,3558040000
02/10/2019,2924.780029,2924.780029,2874.929932,2887.610107,2887.610107,3912520000
03/10/2019,2885.379883,2911.129883,2855.939941,2910.629883,2910.629883,3503640000
04/10/2019,2918.560059,2953.73999,2918.560059,2952.01001,2952.01001,2990830000
07/10/2019,2944.22998,2959.75,2935.679932,2938.790039,2938.790039,2940140000
08/10/2019,2920.399902,2925.469971,2892.659912,2893.060059,2893.060059,3356450000
09/10/2019,2911.100098,2929.320068,2907.409912,2919.399902,2919.399902,2726820000
10/10/2019,2918.550049,2948.459961,2917.120117,2938.129883,2938.129883,3217250000
11/10/2019,2963.070068,2993.280029,2963.070068,2970.27002,2970.27002,3580460000
14/10/2019,2965.810059,2972.840088,2962.939941,2966.149902,2966.149902,2557020000
15/10/2019,2973.610107,3003.280029,2973.610107,2995.679932,2995.679932,3340740000
16/10/2019,2989.679932,2997.540039,2985.199951,2989.689941,2989.689941,3222570000
17/10/2019,3000.77002,3008.290039,2991.790039,2997.949951,2997.949951,3115960000
18/10/2019,2996.840088,3000,2976.310059,2986.199951,2986.199951,3264290000
21/10/2019,2996.47998,3007.330078,2995.350098,3006.719971,3006.719971,3271620000
22/10/2019,3010.72998,3014.570068,2995.040039,2995.98999,2995.98999,3523890000
23/10/2019,2994.01001,3004.780029,2991.209961,3004.52002,3004.52002,3392870000
24/10/2019,3014.780029,3016.070068,3000.419922,3010.290039,3010.290039,3692600000
25/10/2019,3003.320068,3027.389893,3001.939941,3022.550049,3022.550049,3370370000
28/10/2019,3032.120117,3044.080078,3032.120117,3039.419922,3039.419922,3521230000
29/10/2019,3035.389893,3047.870117,3034.810059,3036.889893,3036.889893,3589930000
30/10/2019,3039.73999,3050.100098,3025.959961,3046.77002,3046.77002,3776030000
31/10/2019,3046.899902,3046.899902,3023.189941,3037.560059,3037.560059,4139280000
01/11/2019,3050.719971,3066.949951,3050.719971,3066.909912,3066.909912,3930200000
04/11/2019,3078.959961,3085.199951,3074.870117,3078.27002,3078.27002,4146850000
05/11/2019,3080.800049,3083.949951,3072.149902,3074.620117,3074.620117,4486130000
06/11/2019,3075.100098,3078.340088,3065.889893,3076.780029,3076.780029,4458190000
07/11/2019,3087.02002,3097.77002,3080.22998,3085.179932,3085.179932,4144640000
08/11/2019,3081.25,3093.090088,3073.580078,3093.080078,3093.080078,3499150000
11/11/2019,3080.330078,3088.330078,3075.820068,3087.01001,3087.01001,3035530000
12/11/2019,3089.280029,3102.610107,3084.72998,3091.840088,3091.840088,3466010000
13/11/2019,3084.179932,3098.060059,3078.800049,3094.040039,3094.040039,3509280000
14/11/2019,3090.75,3098.199951,3083.26001,3096.629883,3096.629883,3276070000
15/11/2019,3107.919922,3120.459961,3104.600098,3120.459961,3120.459961,3335650000
18/11/2019,3117.909912,3124.169922,3112.060059,3122.030029,3122.030029,3436690000
19/11/2019,3127.449951,3127.639893,3113.469971,3120.179932,3120.179932,3590070000
20/11/2019,3114.659912,3118.969971,3091.409912,3108.459961,3108.459961,4034890000
21/11/2019,3108.48999,3110.110107,3094.550049,3103.540039,3103.540039,3720560000
22/11/2019,3111.409912,3112.870117,3099.26001,3110.290039,3110.290039,3226780000
25/11/2019,3117.439941,3133.830078,3117.439941,3133.639893,3133.639893,3511530000
26/11/2019,3134.850098,3142.689941,3131,3140.52002,3140.52002,4595590000
27/11/2019,3145.48999,3154.26001,3143.409912,3153.629883,3153.629883,3033090000
29/11/2019,3147.179932,3150.300049,3139.340088,3140.97998,3140.97998,1743020000
02/12/2019,3143.850098,3144.310059,3110.780029,3113.870117,3113.870117,3268740000
03/12/2019,3087.409912,3094.969971,3070.330078,3093.199951,3093.199951,3653390000
04/12/2019,3103.5,3119.379883,3102.530029,3112.76001,3112.76001,3695030000
05/12/2019,3119.209961,3119.449951,3103.76001,3117.429932,3117.429932,3355750000
06/12/2019,3134.620117,3150.600098,3134.620117,3145.909912,3145.909912,3479480000
09/12/2019,3141.860107,3148.870117,3135.459961,3135.959961,3135.959961,3345990000
10/12/2019,3135.360107,3142.120117,3126.090088,3132.52002,3132.52002,3343790000
11/12/2019,3135.75,3143.97998,3133.209961,3141.629883,3141.629883,3252540000
12/12/2019,3141.22998,3176.280029,3138.469971,3168.570068,3168.570068,3990690000
13/12/2019,3166.649902,3182.679932,3156.51001,3168.800049,3168.800049,3736870000
16/12/2019,3183.629883,3197.709961,3183.629883,3191.449951,3191.449951,4051790000
17/12/2019,3195.399902,3198.219971,3191.030029,3192.52002,3192.52002,3837540000
18/12/2019,3195.209961,3198.47998,3191.139893,3191.139893,3191.139893,4014080000
19/12/2019,3192.320068,3205.47998,3192.320068,3205.370117,3205.370117,3720450000
20/12/2019,3223.330078,3225.649902,3216.030029,3221.219971,3221.219971,6454270000
23/12/2019,3226.050049,3227.780029,3222.300049,3224.01001,3224.01001,3060610000
24/12/2019,3225.449951,3226.429932,3220.51001,3223.379883,3223.379883,1296540000
26/12/2019,3227.199951,3240.080078,3227.199951,3239.909912,3239.909912,2160680000
27/12/2019,3247.22998,3247.929932,3234.370117,3240.02002,3240.02002,2428670000
30/12/2019,3240.090088,3240.919922,3216.570068,3221.290039,3221.290039,3013290000
