Date,Open,High,Low,Close,Adj Close,Volume
2017-03-31,65.650002,66.190002,65.449997,65.860001,61.980083,21040300
2017-04-03,65.809998,65.940002,65.190002,65.550003,61.688347,20400900
2017-04-04,65.389999,65.809998,65.279999,65.730003,61.857750,12997400
2017-04-05,66.300003,66.349998,65.440002,65.559998,61.697758,21448600
2017-04-06,65.599998,66.059998,65.480003,65.730003,61.857750,18103500
2017-04-07,65.849998,65.959999,65.440002,65.680000,61.810692,14108500
2017-04-10,65.610001,65.820000,65.360001,65.529999,61.669502,17952700
2017-04-11,65.599998,65.610001,64.849998,65.480003,61.622463,18791500
2017-04-12,65.419998,65.510002,65.110001,65.230003,61.387192,17108500
2017-04-13,65.290001,65.860001,64.949997,64.949997,61.123684,17896500
2017-04-17,65.040001,65.489998,65.010002,65.480003,61.622463,16689300
2017-04-18,65.330002,65.709999,65.160004,65.389999,61.537777,15155600
2017-04-19,65.650002,65.750000,64.889999,65.040001,61.208393,26992800
2017-04-20,65.459999,65.750000,65.139999,65.500000,61.641296,22299500
2017-04-21,65.669998,66.699997,65.449997,66.400002,62.488274,32522600
2017-04-24,67.480003,67.660004,67.099998,67.529999,63.551697,29770000
2017-04-25,67.900002,68.040001,67.599998,67.919998,63.918732,30242700
2017-04-26,68.080002,68.309998,67.620003,67.830002,63.834030,26190800
2017-04-27,68.150002,68.379997,67.580002,68.269997,64.248100,34971000
2017-04-28,68.910004,69.139999,67.690002,68.459999,64.426910,39548800
2017-05-01,68.680000,69.550003,68.500000,69.410004,65.320953,31954400
2017-05-02,69.709999,69.709999,69.129997,69.300003,65.217430,23906100
2017-05-03,69.379997,69.379997,68.709999,69.080002,65.010406,28928000
2017-05-04,69.029999,69.080002,68.639999,68.809998,64.756287,21749400
2017-05-05,68.900002,69.029999,68.489998,69.000000,64.935097,19128800
2017-05-08,68.970001,69.050003,68.419998,68.940002,64.878624,18566100
2017-05-09,68.860001,69.279999,68.680000,69.040001,64.972763,22858400
2017-05-10,68.989998,69.559998,68.919998,69.309998,65.226837,17977800
2017-05-11,68.360001,68.730003,68.120003,68.459999,64.426910,28789400
2017-05-12,68.610001,68.610001,68.040001,68.379997,64.351639,18714100
2017-05-15,68.139999,68.480003,67.570000,68.430000,64.398674,31530300
2017-05-16,68.230003,69.440002,68.160004,69.410004,65.695374,34956000
2017-05-17,68.889999,69.099998,67.430000,67.480003,63.868652,30548800
2017-05-18,67.400002,68.129997,67.139999,67.709999,64.086342,25201300
2017-05-19,67.500000,68.099998,67.430000,67.690002,64.067421,26961100
2017-05-22,67.889999,68.500000,67.500000,68.449997,64.786751,16237600
2017-05-23,68.720001,68.750000,68.379997,68.680000,65.004425,15425800
2017-05-24,68.870003,68.879997,68.449997,68.769997,65.089622,14593900
2017-05-25,68.970001,69.879997,68.910004,69.620003,65.894119,21854100
2017-05-26,69.800003,70.220001,69.519997,69.959999,66.215904,19827900
2017-05-30,69.790001,70.410004,69.769997,70.410004,66.641869,17072800
2017-05-31,70.529999,70.739998,69.809998,69.839996,66.102333,30436400
2017-06-01,70.239998,70.610001,69.449997,70.099998,66.348419,21603600
2017-06-02,70.440002,71.860001,70.239998,71.760002,67.919594,34770300
2017-06-05,71.970001,72.889999,71.809998,72.279999,68.411766,33316800
2017-06-06,72.300003,72.620003,72.269997,72.519997,68.638924,31511100
2017-06-07,72.639999,72.769997,71.949997,72.389999,68.515877,22301800
2017-06-08,72.510002,72.519997,71.500000,71.949997,68.099426,24588300
2017-06-09,72.040001,72.080002,68.589996,70.320000,66.556664,49187400
2017-06-12,69.250000,69.940002,68.129997,69.779999,66.045563,47761700
2017-06-13,70.019997,70.820000,69.959999,70.650002,66.869003,25258600
2017-06-14,70.910004,71.099998,69.430000,70.269997,66.509346,25510700
2017-06-15,69.269997,70.209999,68.800003,69.900002,66.159142,26068700
2017-06-16,69.730003,70.029999,69.220001,70.000000,66.253792,48345100
2017-06-19,70.500000,70.940002,70.349998,70.870003,67.077225,23798300
2017-06-20,70.820000,70.870003,69.870003,69.910004,66.168587,21512200
2017-06-21,70.209999,70.620003,69.940002,70.269997,66.509346,19891100
2017-06-22,70.540001,70.589996,69.709999,70.260002,66.499878,22965700
2017-06-23,70.089996,71.250000,69.919998,71.209999,67.399033,27617300
